age,limit_bal,pay_delay,bill_amt,pay_amt,education,prob
47,206995.89035390885,6,113001.97976269877,7619.424686407721,4,0.998673288962192
73,169875.46650737745,2,29614.27865347603,5194.263045092723,1,0.305905188029424
48,223830.22351672416,4,77784.53182749818,0.0,2,0.9442641253226258
52,366181.7399629543,0,126060.83407885644,824.4417319918298,2,0.010927265961601046
50,123733.65827856571,3,237883.334780076,0.0,1,0.9673945538123586
39,317721.7098593276,9,95035.70275445687,12619.731545499682,1,0.9999868254919909
52,188083.46994407335,7,122997.18805404645,6190.359559530511,2,0.9998378530793446
42,343812.4152166605,3,109135.52404973368,14142.502056086576,3,0.6436533885636074
65,266534.27853999776,6,79232.82481457162,14207.374370469608,2,0.9975948786072837
63,214785.30570406443,6,40593.70637069896,6241.051117807244,1,0.9976014671432095
40,198709.71044765282,3,145822.67672002537,4685.020445160573,2,0.8725743323840094
53,190766.14102832554,1,64135.954907529434,0.0,2,0.08570445839028618
54,257789.90575247252,3,67484.07580564453,10534.897153218331,2,0.6760407648786236
56,170236.1234599207,3,157864.27667535114,3465.155705411893,1,0.9066913077918107
52,251016.99560997006,1,0.0,6702.622878321252,1,0.03444863385027513
74,250476.57914137738,1,93303.82161697568,0.0,1,0.08580092397650242
57,147561.66760327865,5,143019.6945128702,3762.3100594143298,1,0.9968211479583041
65,170193.16261543703,2,81683.154351903,0.0,2,0.4184886376500874
40,265079.7329737912,4,74603.93501905432,9741.423670046774,1,0.9309667400068503
45,213505.07473959075,9,571.1991896606341,5546.640229074848,1,0.999981347131042
53,151779.3050033393,7,105327.33362391671,13382.789300834775,2,0.9998387630251293
74,196086.51893586587,6,65059.59124551804,6031.697080820014,3,0.9980570757160796
74,300013.12103687495,0,38214.65747495304,4632.356678629908,2,0.006310143819623804
47,129486.10777768679,7,160599.85659274808,7302.357808077682,3,0.9999163966683403
63,110816.12000060559,0,134921.9146326163,5100.120226197557,4,0.04379114394028291
65,214932.35496185924,2,97096.441297847,0.0,3,0.37696899470619216
39,200907.25710653697,6,24131.314815282385,12197.510305400438,2,0.9972000394015006
49,239364.02378712804,6,115831.09054852802,5025.727135611651,3,0.9985580747715936
68,237582.8383139298,2,130369.63401948224,8404.758885779349,2,0.43744898689330197
64,138489.17839118472,3,0.0,0.0,3,0.6663873604988386
51,202479.87194703062,7,72876.62561638409,4541.612119209978,2,0.9997058750866813
53,34855.204025160696,4,126495.6427837057,3731.582796180149,1,0.9889424596931601
53,221805.30287053582,1,2612.15726548931,59.23274131520384,1,0.04252261131556859
54,166947.46412385817,7,187900.55081209756,3208.6887928495785,2,0.99992728337782
45,342934.3078338716,1,105587.1289016821,7874.632816319876,1,0.05851315086771101
49,253202.9426840506,3,38893.20130356347,1532.0326854351993,1,0.6392660418178695
60,82306.90662967123,4,107656.4033612631,0.0,3,0.9798708852511767
55,217077.93845184738,4,176685.73909152794,8773.83038795978,1,0.9806528610521605
53,247513.48368830435,9,126958.75435789865,9583.363082958114,2,0.9999932367556871
74,281335.73828360636,9,144231.5093613212,6268.581983998019,1,0.9999935080530822
65,87915.94399991716,0,4111.607811363647,0.0,2,0.015601401502354584
42,131896.43445860755,8,109112.70555500468,3013.1204937196885,2,0.9999770282935116
42,286719.82623848453,2,57902.32397994316,10104.41806964426,3,0.20777035866456267
69,108137.14956808995,8,64967.88472506569,14460.768893351611,3,0.9999639239491596
51,206507.09904943182,5,88843.51982342925,15437.135663906458,1,0.9919235073882319
35,188930.0014413302,0,68839.39103580672,18922.787795352775,3,0.015200678360721826
73,233803.51559087072,0,91706.79206336862,0.0,1,0.017427456987882665
42,107132.82391843772,3,80691.9778147358,11972.024568047354,1,0.8620493521649809
66,172558.8499158501,0,187860.45998124534,10198.95965600797,2,0.05856740612237778
70,82006.86146129688,8,143861.33962878527,7646.562510749969,2,0.9999874990584562
64,32388.920991109684,2,105442.58961328416,4374.382899680153,3,0.6547539087509776
71,284515.9890833553,8,113826.41568662321,13175.266162122292,2,0.9999430770401333
36,198581.01315957247,9,58899.41806207256,608.1725640456393,2,0.9999902081213533
48,241952.47604667558,1,81345.99106889103,0.0,2,0.07695212826726125
56,274289.10327462276,9,127812.5469276143,320.5484764670109,4,0.9999912142615054
43,289636.74047970615,8,166559.11766112834,2421.6916797214335,1,0.9999702232261537
56,155673.2319472463,3,171031.81014710251,0.0,3,0.9141653131863725
63,139241.2643284117,3,25220.068836930062,9998.892816287354,2,0.7284240714853537
40,61791.14138468573,5,90727.69357614536,0.0,2,0.9965608677361729
66,243489.6993884726,1,108075.59400563095,9214.04781903842,2,0.09403113750184736
63,64271.45339161882,5,109628.31885741244,5576.811561455454,1,0.9972111731252841
39,352920.654880036,6,45605.76496681542,1871.2675667412527,1,0.9950864107825221
55,164118.60903527282,4,33152.97369642467,0.0,1,0.9417114614447515
56,288773.02726218966,1,165571.92320070948,5782.575110439986,4,0.1133708411277211
54,318276.7622681708,9,102534.17363642568,14876.43500436466,2,0.9999865798562028
42,178052.34380554725,3,102322.46571900476,5366.048534805995,2,0.830821018500828
45,202878.23412213102,7,60903.79034966339,1705.7875235127572,3,0.9996474353236088
58,80914.25543997146,0,121036.26473614654,9380.291132148752,3,0.047862377890774944
57,227747.32893526193,9,90559.99458564231,10732.638704710487,3,0.9999905137897135
65,136286.3970438107,7,89664.46788703495,4398.864769507266,1,0.9998415096968079
65,211276.1164832143,2,85456.99637354576,4143.815470352361,2,0.36718185601946224
46,213336.6283531396,0,172615.16474485493,14530.878647157091,2,0.0403817024802113
63,133447.02800349583,8,93484.30244468687,22.998570360809026,2,0.9999724606921073
69,215788.01117200576,7,106937.53836791437,18393.380521215877,2,0.9997617282414112
41,135708.19416361806,4,145502.05314045996,4770.835299445771,2,0.9826521100372879
38,152872.62785480445,7,92588.92151973472,8247.800039108497,1,0.9998328771550526
64,149642.1840707699,8,96970.63009712429,5145.603702671889,1,0.9999722899907227
42,143276.74936235673,6,61174.526016935706,10669.648145694951,3,0.9985390294454863
65,175255.20449980863,0,102863.38976556576,0.0,3,0.02396350486204905
35,339096.85880098265,2,54879.43078866599,5948.6276619090795,2,0.1700164751555783
41,332170.32503084897,8,146897.11070742985,5558.551249951966,2,0.9999493549457396
73,191854.90749769358,5,50045.39795438973,2950.2297360584134,3,0.9875577953199738
72,213385.98929268325,3,100345.9793912031,3634.8004433716847,2,0.7925176447060487
56,269928.7748852867,5,98100.4232645844,8980.577913044675,2,0.988798581448573
63,153009.7729181702,4,89566.91538973748,5365.331679606917,2,0.9655795215744088
67,124441.33591688414,1,98192.7975792038,16454.542346277965,2,0.15516616112307688
50,153778.8885578172,6,7626.852793933707,9314.479839591926,3,0.99729288205178
67,195297.56339881942,7,15120.929422397225,18266.2713784498,1,0.999492991953261
41,149361.85614097532,5,138166.1052002277,0.0,2,0.9964771710215651
61,267098.2899179068,9,64435.64899204619,16018.470632402761,2,0.9999851051225727
45,280978.7450549804,4,2169.1074574431113,12943.096823420914,2,0.8421611107637463
67,326201.38967778714,0,139313.39466862072,0.0,3,0.014529743940512941
50,181144.01901856097,3,78123.22877689148,3265.315818044565,1,0.8010585118878862
50,207251.20205791065,1,122603.96183713058,3234.9287141115374,1,0.14220280167096858
45,357913.8971715708,0,133246.21669713478,0.0,2,0.012453116926177232
47,140368.63887313684,6,36215.327342600656,9957.674286965816,2,0.9982638691071671
48,223495.56893612753,1,161178.11625934063,3102.5961045044787,1,0.1836999603177964
66,300058.5771390298,3,52412.095653876706,18133.549954916998,2,0.5733532243163404
60,105293.60804677346,9,147882.48632002636,0.0,1,0.9999978467084428
48,201953.09445168573,8,86364.31440428851,6453.0073974217685,2,0.9999554377340937
61,267608.8599248369,0,103772.9068645101,8385.78376199365,2,0.014893883217082612
46,106026.4402675475,6,102800.28587357569,18746.293001601633,2,0.9992654021946058
70,221561.5913915729,6,107506.50315695204,0.0,3,0.9985783215731686
64,245227.82929416955,8,77311.29769829393,9272.673285123456,4,0.9999255645400965
35,318705.38831385376,9,70691.67875929488,17090.240367640297,2,0.999981519425863
46,161064.09863781434,9,79431.56157300879,7464.562226517595,1,0.9999938803752053
42,315638.0860870278,7,105588.22414250702,6809.486262344095,2,0.9995934691421949
66,427457.0129753327,1,121525.8254777405,10304.694772394927,3,0.03631663664905781
70,99006.44802498903,8,110501.432841665,0.0,1,0.9999822857652205
73,162466.06447731433,1,93600.28095070638,4359.822214135656,2,0.12662987525509561
66,149820.47479295003,8,45953.26639943269,7792.98723707472,1,0.9999525150932272
43,119226.02644894549,2,143683.37697804256,2448.9345936898485,2,0.6510467641270657
51,258128.0215719116,2,0.0,7226.05997618914,1,0.16419536296646747
43,198724.42888171447,5,123472.39142251121,1078.0633947255483,1,0.9948773917348588
70,297784.499742429,0,98993.75941614006,0.0,4,0.010557419264665613
49,84539.04413119714,6,78513.79610086654,3026.883983876618,3,0.9991493409703919
64,413160.74264469906,5,116082.5172099737,3383.680578012255,3,0.9773992699781188
35,10000.0,8,73490.42170771906,16316.001910314633,1,0.9999842912036991
36,130634.51150766436,3,45276.643630455415,8639.302426576378,3,0.7693698087640125
39,311388.2557919657,5,107730.73120097721,306.47308437595075,2,0.9876562451885005
45,219870.4206460318,1,86749.26534305974,0.0,2,0.0914258119648253
47,183109.6829594111,5,136186.31041763717,6304.9285554753205,4,0.9948272639827315
47,42875.62189475182,0,37513.16085607928,4928.975361378938,3,0.026474668999670718
61,201978.99439349736,3,81154.44686032362,0.0,1,0.7861785144065012
38,194901.5772979591,0,80601.99752159676,13328.94883537538,3,0.016804022245870565
66,195696.97350700936,2,4457.954922719713,2227.23945259045,2,0.21681253265136127
43,211105.68313187803,4,60174.74046436725,0.0,3,0.9344334063110166
60,152541.5011272592,6,237266.9711121779,7686.938848045025,3,0.9997474797322975
35,303900.01941544993,0,85872.80355973807,12694.017709300713,2,0.010172098401521213
61,222970.86593253686,0,87788.72846740963,1224.6258358065447,1,0.01796268385647796
43,190507.30845044597,8,0.0,7624.263337168544,2,0.9998984340312879
66,118053.99095488932,4,165049.57629823015,0.0,1,0.9879156523789699
56,379698.3110508033,3,62163.727375356786,5176.904549210824,1,0.5131188457925124
47,79791.50475565599,3,126898.23239619764,0.0,3,0.9139803031576118
71,253056.3678702441,9,91753.78761402695,8432.040420209876,3,0.9999890643250606
59,270384.4998794488,0,62783.35335794493,6053.767495550839,2,0.009739247804243314
66,195779.55383118286,1,167997.92658628087,5060.134845220025,3,0.19406949481972077
69,289202.73130733316,0,80924.93245701295,2571.2008707560035,3,0.009818640004762194
73,92906.36291082247,1,61277.53397895283,14770.888891116821,3,0.12324763318952509
39,143924.29568728327,4,96024.23397070509,0.0,2,0.9705518291396641
39,157516.02106524986,9,110272.54133735233,16078.433805157723,3,0.9999948728155094
60,292053.57092010544,6,103128.35786421143,0.0,1,0.9980676340634953
45,71083.03968359821,5,104514.46129924315,5103.24028856585,2,0.9967807241943969
53,135113.38479726878,0,190641.19676558021,0.0,1,0.08223762041149456
53,147343.38793623808,6,24830.631243162316,5930.081123269949,3,0.9978340207565457
53,216042.66044840636,6,124301.972911016,11666.988027029494,4,0.9987309796711725
50,253569.37690574452,3,100037.26747393627,9929.509195622457,2,0.7507313533888316
54,235660.82293204736,6,26766.00261431651,7111.571169052217,2,0.9966680282629502
50,302558.0824397012,6,126645.69468699247,10923.539373802494,2,0.9982245286909712
51,203242.50909562412,6,71636.83980785811,1475.6704320921822,2,0.9983004788048203
43,146057.97939404793,9,143231.63144266832,680.2097114128401,4,0.9999965065067294
64,269683.9644906503,3,58634.94093396288,17940.97915189328,2,0.6319048183317778
68,201701.37954720313,3,174321.4908748413,0.0,1,0.905429478060791
48,197009.13414424733,3,58763.730541300494,7709.728793809362,2,0.7343654223613627
37,188148.16979101923,6,22046.899006755164,5951.074568488749,2,0.9974036449938752
44,256019.4838972124,1,117671.73160448426,16832.49709972635,2,0.09595173891818418
52,198763.97080381805,9,34961.33131418852,10009.69013501902,2,0.9999868493881924
55,10000.0,0,68518.25198346419,437.9058932758917,1,0.050021281940673484
51,84079.8556993606,5,49780.724221539254,5261.182909338481,3,0.9934190502880441
66,95376.36140438814,1,144696.5977292002,4939.266142739588,1,0.2819638678964392
61,154941.58790005758,7,75545.81316903583,10571.81477347147,1,0.999792090649287
68,314037.4196995511,9,124479.96685350648,11397.655966975875,1,0.9999902515550418
47,182457.5294980862,0,81797.86459199271,0.0,2,0.020262132813172833
43,111601.33477590785,1,127341.86514968783,1020.8535760184432,1,0.23621077358914802
69,10000.0,5,82160.06004916203,4310.8701152834055,2,0.9971035893277804
50,152463.0666028456,6,89573.03343808885,7129.569307829264,2,0.9989320338049178
54,178333.5785718558,2,47479.606132495785,4624.9694578028375,3,0.30899742186899537
45,90516.0143291668,0,103869.73285670218,16057.229046118073,3,0.037940104504004236
66,227891.6475813426,6,33201.76566022176,0.0,2,0.9970540707197074
35,239961.09353826594,7,103140.3435171873,0.0,2,0.9997400661354047
38,67603.67620099668,6,163879.34910401492,0.0,1,0.9997285194201629
47,182672.03218789486,0,107296.16982061174,7118.643558895876,3,0.023885854663771192
74,305373.40163696423,9,60940.11284677924,13147.234333057351,3,0.9999791936520382
45,332069.7077457463,0,121117.56489650274,630.0589889770986,4,0.01109432400295813
55,84460.48828054295,5,0.0,13599.83790341522,3,0.988674136878331
69,206505.8975661983,4,133954.7087233668,0.0,1,0.9723822165946007
66,231894.6055785568,7,95815.54503508452,1751.155079162993,2,0.9997227134867054
44,124727.0034467146,3,106616.98248038546,0.0,2,0.8769558966676819
54,70879.19624603988,9,13586.567353926308,5102.856235843812,1,0.9999928774075764
74,240451.27887965422,7,44625.32191097928,13332.229208031305,1,0.9995174504103839
74,143326.9354708253,2,30847.6394330057,5606.381361500999,3,0.3112296548583729
38,147083.76734187885,8,158478.15507342253,11462.879403177642,2,0.9999845566033706
63,225436.75248510382,7,190615.93361192287,7634.81581794687,2,0.9998980387870516
35,283806.1264111933,9,15563.980441439315,5816.923635744364,2,0.9999743481917639
59,126481.54174294537,4,50752.37881877782,5268.082833486665,2,0.9565978491960864
66,229163.79823535506,6,100404.337139256,0.0,2,0.9985152652082369
71,40662.45461193152,5,33660.13268011193,11454.064280986311,2,0.9941495571377271
44,215261.95667106705,7,39726.05501981141,0.0,1,0.9995929690307856
69,100227.854454979,9,81427.63981753727,0.0,2,0.9999955045963553
41,311591.2097797821,5,115628.50109530604,0.0,2,0.9885879269265516
64,239326.56241375997,4,139878.8740105505,3704.0895275681787,2,0.9661842130101373
72,235176.6583141137,5,147399.45830729266,0.0,1,0.994920751669053
45,236684.63404116518,1,111381.42535607063,0.0,2,0.10522647831327137
71,244867.20272600075,4,28073.09750554093,2313.5702684352373,2,0.8968628225772043
40,131146.01726434985,4,106228.3737333606,462.8734896755054,2,0.9752289766586217
47,178896.64023970382,4,0.0,4509.825863351454,3,0.900728452440916
74,309870.4789875638,3,129546.3226671635,0.0,1,0.7607661299773191
53,201793.89989452035,6,0.0,7064.920485332137,3,0.9961409771760236
68,226160.1931727882,5,179252.560226439,0.0,2,0.996289095224771
42,177294.48131020882,5,230306.87599997752,3649.6716364637077,2,0.998374012367268
46,252585.66123993785,1,100729.02165596875,0.0,2,0.08749314855531966
61,246198.10278779757,6,124664.52992497338,10312.933547699957,1,0.9987747333235023
64,190701.63031232488,2,130869.64649871277,0.0,3,0.4973396327569266
74,383354.63080638193,7,50692.768176954,2760.4910987370854,1,0.9989891713456291
72,209650.16845422512,4,106924.08290887115,2459.5512136272882,3,0.9573706547936504
38,326422.2967028917,4,152749.35554781472,0.0,2,0.9531476497487298
69,223295.0347824889,2,98194.8629802847,10041.863110335973,2,0.3760191730190249
35,236510.12015641062,5,129327.4141485586,0.0,2,0.9936247354251551
65,158250.59935803845,6,132787.25325651554,5856.7948162746725,2,0.9992851888113721
36,109328.35507504373,0,48042.23585205161,4914.623642756329,1,0.02335106285052492
63,173630.6197031911,2,52165.61235091193,0.0,1,0.3585816118461912
61,112535.37015064874,1,70510.47922367285,3346.5424764100126,2,0.134484603342249
59,45613.979102292185,2,73002.75336039587,9988.855119888318,2,0.5706367201737282
48,276512.7661250571,1,95872.2865828913,7397.10736098745,1,0.07650986564416125
74,39730.88714153372,3,57871.81126192896,2684.9919632828864,1,0.8798114984594408
73,101309.85673267528,0,93557.82542549743,0.0,2,0.03532598397995932
66,167599.07607551874,4,183982.65774471388,5009.31512091338,2,0.9855426259170098
71,475420.84026665124,1,94984.40573024552,0.0,3,0.021779547433725316
60,74635.71974859004,0,177751.47616930224,0.0,3,0.08794522483597793
40,215244.1877761793,5,128459.10164996589,18697.99374896846,3,0.9934893420015942
46,146506.29482379236,1,178111.91346279104,1825.443619374104,1,0.29748524469414384
74,159414.32831862208,4,53938.95405595488,9262.685884329545,2,0.9480905072129534
59,283717.57758756605,7,122963.15693814901,10347.183600076238,4,0.9996661865716002
70,186801.93620136383,5,142394.70003609156,13353.060906229852,2,0.9954898196961441
50,223701.4629192949,3,109770.15351043048,0.0,2,0.8038671148950974
52,113928.47223863237,5,48723.98180579795,4715.2876580037255,3,0.992092227885722
72,169157.84800188674,2,61688.67101893626,0.0,3,0.35278498668011626
60,291189.16230116197,4,61162.33337222466,4260.203975023326,2,0.903577454191592
43,74842.88353252997,6,83777.61259752183,5145.019076197608,1,0.9993381357526652
57,197723.50750233114,2,90788.9777164536,0.0,2,0.4041094796824649
40,78954.39893258006,0,92226.28427275593,3912.2685298490665,3,0.03765875014516503
57,282368.5264396762,2,196287.5350887857,5786.070724759496,2,0.5464445665022587
54,107643.30201860334,1,109546.65334223627,387.5221083200249,1,0.2070302347096474
41,158078.43208879087,2,122864.62877986436,0.0,3,0.5300797577511446
41,321069.62517737795,5,74129.80474001584,0.0,2,0.9816110483542293
70,290626.07507108245,5,0.0,3852.3329432966702,1,0.9683082879151914
71,269391.8095211312,5,115596.21604811738,0.0,3,0.9901317374457812
38,165164.1805917324,3,146140.96229104602,8009.549451927238,4,0.8780199596180457
67,227874.4768494122,9,68059.23831519225,6197.621323640971,1,0.9999896505345856
69,235686.36742995298,0,73310.64540965203,12735.961055189206,2,0.012849322549966243
37,324339.15820398205,3,172476.62133059488,0.0,1,0.8251913537413317
36,326683.14398186555,2,257458.9681125244,0.0,2,0.6452269790965909
58,157500.34501763032,1,17828.14091685349,8072.939436878719,1,0.06839966162856191
64,81362.0545443138,4,175359.10037672875,4356.234636594578,2,0.9904567463210764
52,216053.84070966337,3,140443.32072052016,4678.6571395774845,3,0.8434910877848164
70,239381.7435133212,4,70093.52422380124,5913.201214347771,3,0.9274163658602645
68,100979.50620520834,5,58864.38594544082,546.2360825091214,1,0.994242762763141
71,135303.24521588715,6,58304.77043911983,0.0,1,0.9987604403006889
53,275654.62004175596,8,55965.391047256715,0.0,2,0.9999075739445578
59,251059.81573091284,6,81417.5034555102,0.0,4,0.9976535683464457
61,232705.94984795235,8,136560.64648249224,5015.877726570192,1,0.9999701491490689
40,253586.33008761166,8,84721.58255158094,15959.25138709668,3,0.9999326297139352
58,177720.55814906032,1,27028.111837727665,0.0,1,0.0685935342153657
53,113673.12546924393,2,0.0,0.0,2,0.30371556377643505
69,113235.02968992625,4,57517.72577942422,9408.39907790871,2,0.9614667720774697
47,213258.69034343385,5,54712.786645301116,6398.726411512838,2,0.9876503762533037
41,352781.69189226266,8,56810.746324787935,3697.017998942006,1,0.9998657933708963
74,203414.40103419253,6,71040.01927032373,358.79179761660225,2,0.9982555489124614
61,255971.1014112134,0,68710.51861634906,15372.68929624483,1,0.01167940019145481
36,403685.79418395605,0,205695.04570004024,5015.397720342497,3,0.01850083703963355
